Scheduled_Date,Day,Time_UTC,Platform,Content_Type,Episode,Title,Copy,Tags,Media_Path,CTA
2027-01-14,Thursday,17:00,Email / Substack Newsletter,Contemplation Essay & Weekly Check-in,Episode 18,Weekly Broadcast: The Four Traps of the Modern World,"Weekly broadcast exploring Surah Al-Kahf 18:10, 28, 46, 65–82, classical tafsir insights from Ibn Kathir, and guided journal prompts.",#Newsletter #EmailBroadcast,15_MARKETING/QURAN-COMEBACK-EMAIL-SERIES-001.md,Read. Reflect. Return.
2027-01-15,Friday,07:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 18,"Jummah Reflection: Surah Al-Kahf 18:10, 28, 46, 65–82","Jummah Mubarak. As you prepare for prayer, remember: Surah Al-Kahf 18:10, 28, 46, 65–82.",#JummahMubarak #FridayReflection,08_SCRIPTS/QURAN-COMEBACK-SHORTS-018.md#Scene-5,Read. Reflect. Return.
2027-01-15,Friday,10:00,Twitter / X,10-Post Educational Thread,Episode 18,Twitter Thread: The Four Traps of the Modern World,"1/10 Every Friday, millions of Muslims read Surah Al-Kahf. But do we know why this specific Surah is the only shield powerful enough to protect humanity from the ultimate deception? A thread on Surah Al-Kahf (Surah Al-Kahf 18:10, 28, 46, 65–82). 🧵",#Quran #Islam #Tadabbur,14_SOCIAL/QURAN-COMEBACK-SOCIAL-018.md#Twitter,Read. Reflect. Return.
2027-01-16,Saturday,09:00,Spotify / Apple Podcasts / Web,Spoken Reflection (Acoustic Audio),Episode 18,Podcast: The Four Traps of the Modern World,Unhurried spoken reflection over natural acoustic atmosphere (zero music). The Four Traps of the Modern World.,#IslamicPodcast #CalmReflection,11_AUDIO/QURAN-COMEBACK-AUDIO-018.md,Read. Reflect. Return.
2027-01-17,Sunday,08:00,YouTube,Long-Form Video (16:9),Episode 19,Episode 19: When the Solution Seems Mathematically Impossible,"Full video essay exploring Surah Maryam 19:4, 9, 23–26. The whisper of desperate supplication (Dua Khafiyya), Maryam's delivery under the palm tree, and the divine declaration: 'It is easy for Me.'

Watch here: https://youtube.com/@HuursStudio",#ComeBackToQuran #HuursStudio #Tadabbur,10_VIDEO/QURAN-COMEBACK-VIDEO-019.md,Read. Reflect. Return.
2027-01-18,Monday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 19,"Short: When the doctor says there is no cure, when the court date looks hopeless, when age and circumstances are completely against you—listen to the quiet whisper of Zakariya.","When the doctor says there is no cure, when the court date looks hopeless, when age and circumstances are completely against you—listen to the quiet whisper of Zakariya. When the Solution Seems Mathematically Impossible. #Shorts",#Shorts #Reels #QuranReminder,08_SCRIPTS/QURAN-COMEBACK-SHORTS-019.md#Scene-1,Read. Reflect. Return.
2027-01-19,Tuesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 19,"Ayah Focus: Surah Maryam 19:4, 9, 23–26","Listen to Surah Maryam 19:4, 9, 23–26 with an open heart. What is Allah asking of you right now?",#QuranAyah #DailyQuran #Tadabbur,08_SCRIPTS/QURAN-COMEBACK-SHORTS-019.md#Scene-2,Read. Reflect. Return.
2027-01-19,Tuesday,15:00,WhatsApp Status / Telegram Channel,Reflection Card (1:1),Episode 19,Daily Contemplation Card: Episode 19,"🌿 *Huurs Daily Contemplation — Episode 19*

""Surah Maryam 19:4, 9, 23–26""

The Silent Dua of Zakariya: Tonight, wake up 10 minutes before Fajr. Ask Allah for the one thing in your life you feel is 'too late' or 'impossible'. Recite verse 19:9: 'Qala Rabbuka huwa 'alayya hayyin' (My Lord says: It is easy for Me).",#DailyReflection,14_SOCIAL/QURAN-COMEBACK-SOCIAL-019.md#WhatsApp,Read. Reflect. Return.
2027-01-20,Wednesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 19,Action Step: When the Solution Seems Mathematically Impossible,"The Silent Dua of Zakariya: Tonight, wake up 10 minutes before Fajr. Ask Allah for the one thing in your life you feel is 'too late' or 'impossible'. Recite verse 19:9: 'Qala Rabbuka huwa 'alayya hayyin' (My Lord says: It is easy for Me). Try this today.",#QuranHabit #Consistency,08_SCRIPTS/QURAN-COMEBACK-SHORTS-019.md#Scene-3,Read. Reflect. Return.
2027-01-20,Wednesday,16:00,Instagram,10-Slide Educational Carousel,Episode 19,Instagram Carousel: When the Solution Seems Mathematically Impossible,"When the Solution Seems Mathematically Impossible

When the doctor says there is no cure, when the court date looks hopeless, when age and circumstances are completely against you—listen to the quiet whisper of Zakariya.

Read the full carousel for classical tafsir and the 3-minute evening return routine.

#ComeBackToQuran #HuursStudio",#ComeBackToQuran #Tadabbur #HuursStudio,14_SOCIAL/QURAN-COMEBACK-SOCIAL-019.md#Instagram,Read. Reflect. Return.
2027-01-21,Thursday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 19,Deep Question: Episode 19,An honest question for your soul today: When was the last time the Qur'an made you pause and reflect? When the Solution Seems Mathematically Impossible,#DeepQuestion #HeartAudit,08_SCRIPTS/QURAN-COMEBACK-SHORTS-019.md#Scene-4,Read. Reflect. Return.
2027-01-21,Thursday,17:00,Email / Substack Newsletter,Contemplation Essay & Weekly Check-in,Episode 19,Weekly Broadcast: When the Solution Seems Mathematically Impossible,"Weekly broadcast exploring Surah Maryam 19:4, 9, 23–26, classical tafsir insights from Ibn Kathir, and guided journal prompts.",#Newsletter #EmailBroadcast,15_MARKETING/QURAN-COMEBACK-EMAIL-SERIES-001.md,Read. Reflect. Return.
2027-01-22,Friday,07:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 19,"Jummah Reflection: Surah Maryam 19:4, 9, 23–26","Jummah Mubarak. As you prepare for prayer, remember: Surah Maryam 19:4, 9, 23–26.",#JummahMubarak #FridayReflection,08_SCRIPTS/QURAN-COMEBACK-SHORTS-019.md#Scene-5,Read. Reflect. Return.
2027-01-22,Friday,10:00,Twitter / X,10-Post Educational Thread,Episode 19,Twitter Thread: When the Solution Seems Mathematically Impossible,"1/10 When the doctor says there is no cure, when the court date looks hopeless, when age and circumstances are completely against you—listen to the quiet whisper of Zakariya. A thread on Surah Maryam (Surah Maryam 19:4, 9, 23–26). 🧵",#Quran #Islam #Tadabbur,14_SOCIAL/QURAN-COMEBACK-SOCIAL-019.md#Twitter,Read. Reflect. Return.
2027-01-23,Saturday,09:00,Spotify / Apple Podcasts / Web,Spoken Reflection (Acoustic Audio),Episode 19,Podcast: When the Solution Seems Mathematically Impossible,Unhurried spoken reflection over natural acoustic atmosphere (zero music). When the Solution Seems Mathematically Impossible.,#IslamicPodcast #CalmReflection,11_AUDIO/QURAN-COMEBACK-AUDIO-019.md,Read. Reflect. Return.
2027-01-24,Sunday,08:00,YouTube,Long-Form Video (16:9),Episode 20,Episode 20: The Qur'an Was Not Sent to Break You,"Full video essay exploring Surah Ta-Ha 20:2–3, 14, 25–28, 44. Revelation as mercy rather than misery, Musa at the burning bush, facing Pharaoh with gentle speech, and the prayer for expansion of the chest.

Watch here: https://youtube.com/@HuursStudio",#ComeBackToQuran #HuursStudio #Tadabbur,10_VIDEO/QURAN-COMEBACK-VIDEO-020.md,Read. Reflect. Return.
2027-01-25,Monday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 20,"Short: Why do so many Muslims carry a heavy burden of guilt, feeling that religion is an endless list of impossible rules designed to break their spirit?","Why do so many Muslims carry a heavy burden of guilt, feeling that religion is an endless list of impossible rules designed to break their spirit? The Qur'an Was Not Sent to Break You. #Shorts",#Shorts #Reels #QuranReminder,08_SCRIPTS/QURAN-COMEBACK-SHORTS-020.md#Scene-1,Read. Reflect. Return.
2027-01-26,Tuesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 20,"Ayah Focus: Surah Ta-Ha 20:2–3, 14, 25–28, 44","Listen to Surah Ta-Ha 20:2–3, 14, 25–28, 44 with an open heart. What is Allah asking of you right now?",#QuranAyah #DailyQuran #Tadabbur,08_SCRIPTS/QURAN-COMEBACK-SHORTS-020.md#Scene-2,Read. Reflect. Return.
2027-01-26,Tuesday,15:00,WhatsApp Status / Telegram Channel,Reflection Card (1:1),Episode 20,Daily Contemplation Card: Episode 20,"🌿 *Huurs Daily Contemplation — Episode 20*

""Surah Ta-Ha 20:2–3, 14, 25–28, 44""

The Speech and Chest Expansion Dua: Memorize and recite Musa's prayer (20:25-28: 'Rabbi ishrah lee sadree, wa yassir lee amree') whenever stepping into a difficult meeting, interview, or challenging family conversation.",#DailyReflection,14_SOCIAL/QURAN-COMEBACK-SOCIAL-020.md#WhatsApp,Read. Reflect. Return.
2027-01-27,Wednesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 20,Action Step: The Qur'an Was Not Sent to Break You,"The Speech and Chest Expansion Dua: Memorize and recite Musa's prayer (20:25-28: 'Rabbi ishrah lee sadree, wa yassir lee amree') whenever stepping into a difficult meeting, interview, or challenging family conversation. Try this today.",#QuranHabit #Consistency,08_SCRIPTS/QURAN-COMEBACK-SHORTS-020.md#Scene-3,Read. Reflect. Return.
2027-01-27,Wednesday,16:00,Instagram,10-Slide Educational Carousel,Episode 20,Instagram Carousel: The Qur'an Was Not Sent to Break You,"The Qur'an Was Not Sent to Break You

Why do so many Muslims carry a heavy burden of guilt, feeling that religion is an endless list of impossible rules designed to break their spirit?

Read the full carousel for classical tafsir and the 3-minute evening return routine.

#ComeBackToQuran #HuursStudio",#ComeBackToQuran #Tadabbur #HuursStudio,14_SOCIAL/QURAN-COMEBACK-SOCIAL-020.md#Instagram,Read. Reflect. Return.
2027-01-28,Thursday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 20,Deep Question: Episode 20,An honest question for your soul today: When was the last time the Qur'an made you pause and reflect? The Qur'an Was Not Sent to Break You,#DeepQuestion #HeartAudit,08_SCRIPTS/QURAN-COMEBACK-SHORTS-020.md#Scene-4,Read. Reflect. Return.
2027-01-28,Thursday,17:00,Email / Substack Newsletter,Contemplation Essay & Weekly Check-in,Episode 20,Weekly Broadcast: The Qur'an Was Not Sent to Break You,"Weekly broadcast exploring Surah Ta-Ha 20:2–3, 14, 25–28, 44, classical tafsir insights from Ibn Kathir, and guided journal prompts.",#Newsletter #EmailBroadcast,15_MARKETING/QURAN-COMEBACK-EMAIL-SERIES-001.md,Read. Reflect. Return.
2027-01-29,Friday,07:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 20,"Jummah Reflection: Surah Ta-Ha 20:2–3, 14, 25–28, 44","Jummah Mubarak. As you prepare for prayer, remember: Surah Ta-Ha 20:2–3, 14, 25–28, 44.",#JummahMubarak #FridayReflection,08_SCRIPTS/QURAN-COMEBACK-SHORTS-020.md#Scene-5,Read. Reflect. Return.
2027-01-29,Friday,10:00,Twitter / X,10-Post Educational Thread,Episode 20,Twitter Thread: The Qur'an Was Not Sent to Break You,"1/10 Why do so many Muslims carry a heavy burden of guilt, feeling that religion is an endless list of impossible rules designed to break their spirit? A thread on Surah Ta-Ha (Surah Ta-Ha 20:2–3, 14, 25–28, 44). 🧵",#Quran #Islam #Tadabbur,14_SOCIAL/QURAN-COMEBACK-SOCIAL-020.md#Twitter,Read. Reflect. Return.
2027-01-30,Saturday,09:00,Spotify / Apple Podcasts / Web,Spoken Reflection (Acoustic Audio),Episode 20,Podcast: The Qur'an Was Not Sent to Break You,Unhurried spoken reflection over natural acoustic atmosphere (zero music). The Qur'an Was Not Sent to Break You.,#IslamicPodcast #CalmReflection,11_AUDIO/QURAN-COMEBACK-AUDIO-020.md,Read. Reflect. Return.
